cod_usuario,cod_produto,data_compra,quantidade,valor
1572,3,2020-06-06,6,12297
1054,6,2021-06-03,4,3599.6
990,20,2021-06-10,10,1299
794,18,2019-05-19,3,23.7
1034,1,2020-06-19,14,64272.6
2931,2,2020-11-12,4,5383.12
2079,7,2020-12-02,14,18206.86
10,6,2021-06-22,3,2699.7
1474,7,2021-06-28,14,18206.86
1708,5,2019-02-03,12,5244
1206,21,2020-12-05,6,35994.6
1210,11,2021-07-13,17,848.3
2007,11,2019-11-12,9,449.1
1770,4,2020-06-05,18,1060.2
1246,16,2021-07-07,3,15
1508,8,2021-07-28,20,4391.4
621,17,2020-06-16,3,1752.3
2822,20,2021-02-22,7,909.3
2811,7,2021-04-26,11,14305.39
1123,15,2019-07-31,13,64.87
2320,11,2021-07-31,1,49.9
1844,12,2021-06-06,1,77.5
509,11,2021-02-25,11,548.9
1334,7,2020-10-08,1,1300.49
692,2,2021-02-02,9,12112.02
2406,21,2018-12-20,19,113982.9
1208,3,2020-12-06,16,32792
3274,1,2021-07-15,19,87227.1
2895,6,2020-03-24,4,3599.6
1873,3,2020-09-11,4,8198
3368,18,2021-04-30,19,150.1
2046,15,2021-03-24,20,99.8
2798,19,2021-01-26,1,2499.9
3267,4,2020-12-30,2,117.8
3373,21,2021-01-21,9,53991.9
443,5,2019-01-25,3,1311
839,21,2021-05-19,20,119982
2298,12,2019-02-28,9,697.5
3200,21,2020-07-28,11,65990.1
2536,5,2018-09-20,19,8303
357,11,2020-09-01,16,798.4
899,10,2021-06-18,14,9798.6
2357,1,2020-03-15,4,18363.6
3262,21,2021-03-20,19,113982.9
1236,20,2020-03-06,2,259.8
612,12,2021-01-30,18,1395
2734,3,2021-05-12,2,4099
3048,10,2021-06-25,18,12598.2
2752,2,2021-07-27,9,12112.02
3174,16,2021-05-26,13,65
1845,20,2021-01-29,20,2598
2142,5,2021-06-13,2,874
809,7,2020-12-18,3,3901.47
2315,15,2021-05-09,16,79.84
1664,17,2018-09-03,4,2336.4
1630,20,2021-04-16,11,1428.9
1826,9,2018-06-13,14,5447.4
776,3,2021-04-20,1,2049.5
2093,17,2021-07-06,19,11097.9
482,17,2021-07-04,5,2920.5
1757,21,2021-07-31,5,29995.5
2928,2,2020-11-08,9,12112.02
42,2,2021-06-10,10,13457.8
2135,1,2018-12-21,3,13772.7
1753,15,2021-06-29,19,94.81
3123,15,2021-07-26,1,4.99
3127,17,2020-12-19,14,8177.4
201,9,2021-04-06,18,7003.8
999,7,2021-05-31,19,24709.31
1167,2,2021-06-16,15,20186.7
136,13,2021-03-23,10,99
1311,2,2020-07-15,1,1345.78
421,17,2020-11-10,7,4088.7
3233,12,2021-07-28,3,232.5
2161,7,2019-12-20,20,26009.8
1123,2,2020-08-01,3,4037.34
981,9,2020-08-31,13,5058.3
3105,17,2021-07-14,8,4672.8
1801,7,2020-12-28,3,3901.47
1400,11,2020-07-07,4,199.6
2037,10,2021-04-15,11,7698.9
846,18,2021-07-29,14,110.6
3317,12,2021-07-08,18,1395
729,1,2021-06-29,4,18363.6
1564,10,2020-03-17,17,11898.3
2560,5,2021-01-22,6,2622
1655,10,2021-01-20,14,9798.6
1354,9,2020-06-27,12,4669.2
1139,18,2020-02-23,15,118.5
1385,21,2019-11-12,16,95985.6
54,3,2020-07-28,13,26643.5
1050,17,2021-06-20,16,9345.6
2802,11,2020-05-15,2,99.8
2142,21,2020-10-02,20,119982
1013,14,2020-11-25,11,1528.89
118,3,2020-09-17,13,26643.5
2518,10,2019-07-16,16,11198.4
255,3,2021-03-21,5,10247.5
2905,9,2021-04-22,16,6225.6
155,19,2020-12-05,20,49998
3369,9,2020-04-09,13,5058.3
1347,2,2021-07-03,20,26915.6
2070,11,2021-04-30,11,548.9
3046,2,2020-12-29,2,2691.56
456,17,2021-04-08,20,11682
283,15,2020-01-17,9,44.91
2763,7,2020-01-07,16,20807.84
2758,21,2021-02-06,3,17997.3
2409,21,2020-07-21,5,29995.5
3219,5,2020-12-25,2,874
772,20,2020-08-15,3,389.7
2540,4,2020-08-07,13,765.7
1334,18,2020-02-01,14,110.6
721,10,2021-03-18,3,2099.7
612,16,2020-10-11,18,90
2296,8,2020-04-01,4,878.28
3243,10,2020-08-20,8,5599.2
2296,5,2021-06-03,12,5244
2796,3,2019-09-27,17,34841.5
745,13,2019-09-16,7,69.3
579,14,2019-09-30,3,416.97
596,20,2020-07-23,9,1169.1
1715,4,2020-04-10,20,1178
2459,15,2021-05-16,3,14.97
3128,19,2021-06-09,14,34998.6
3321,21,2021-06-15,8,47992.8
2940,6,2021-05-25,17,15298.3
2136,7,2019-12-20,11,14305.39
2486,12,2021-06-06,16,1240
235,4,2021-04-09,4,235.6
1788,4,2020-02-19,12,706.8
1406,21,2020-10-15,7,41993.7
2844,16,2021-01-07,5,25
727,21,2019-05-27,3,17997.3
1300,16,2021-03-26,20,100
1353,21,2021-04-05,1,5999.1
1930,5,2021-02-05,10,4370
1529,4,2021-05-10,5,294.5
3262,12,2020-06-02,3,232.5
2900,2,2019-11-10,19,25569.82
1211,16,2021-07-07,20,100
2904,7,2020-07-17,16,20807.84
152,9,2021-05-26,12,4669.2
217,8,2020-01-12,20,4391.4
3164,12,2021-07-14,4,310
2774,14,2021-06-23,17,2362.83
2901,11,2018-07-13,3,149.7
829,7,2020-12-07,15,19507.35
3408,10,2021-04-20,15,10498.5
3295,7,2020-09-09,16,20807.84
2402,3,2020-07-04,19,38940.5
2703,10,2020-09-03,18,12598.2
1560,20,2018-09-07,1,129.9
1643,16,2020-09-21,6,30
1377,11,2021-04-13,19,948.1
2474,11,2019-02-24,1,49.9
1534,21,2020-12-25,9,53991.9
2826,14,2021-04-10,13,1806.87
1088,16,2021-07-20,13,65
2349,11,2021-06-25,7,349.3
3365,19,2020-05-14,6,14999.4
2831,16,2018-10-22,20,100
1106,5,2021-06-08,6,2622
2746,10,2021-01-21,7,4899.3
2634,12,2021-06-14,16,1240
284,8,2019-09-23,1,219.57
981,8,2021-02-03,12,2634.84
899,17,2021-04-14,9,5256.9
1811,13,2021-07-10,8,79.2
3311,3,2019-08-14,20,40990
2360,8,2021-01-25,4,878.28
2624,16,2021-07-21,19,95
1696,15,2020-06-26,12,59.88
808,10,2021-07-31,11,7698.9
1388,5,2020-07-26,14,6118
2733,1,2021-05-31,16,73454.4
1385,15,2019-11-08,6,29.94
1088,5,2021-07-24,6,2622
933,21,2020-09-29,10,59991
137,2,2021-03-14,6,8074.68
2047,15,2021-07-29,4,19.96
2802,4,2019-10-08,3,176.7
2090,19,2020-08-16,10,24999
2583,10,2021-06-28,6,4199.4
903,10,2021-02-18,4,2799.6
1216,11,2021-05-28,1,49.9
3248,4,2018-12-27,20,1178
1948,13,2021-06-11,6,59.4
2412,10,2019-09-15,20,13998
3010,18,2020-07-09,14,110.6
1594,4,2020-09-30,16,942.4
1700,18,2020-05-18,18,142.2
819,8,2021-07-11,6,1317.42
3408,14,2021-05-06,19,2640.81
1155,4,2021-03-25,2,117.8
2488,3,2020-04-30,10,20495
2915,1,2020-12-26,9,41318.1
2597,14,2020-04-18,11,1528.89
2664,14,2021-07-12,14,1945.86
869,10,2021-03-12,4,2799.6
653,7,2021-02-22,18,23408.82
867,10,2021-01-10,14,9798.6
646,20,2020-11-23,20,2598
2987,19,2020-06-07,15,37498.5
1960,15,2021-04-28,7,34.93
634,11,2020-12-09,9,449.1
1937,20,2020-04-09,8,1039.2
3274,4,2021-06-15,10,589
2811,2,2020-09-29,10,13457.8
1598,9,2018-01-25,1,389.1
379,18,2020-07-24,1,7.9
2372,9,2021-04-01,6,2334.6
853,6,2021-06-18,5,4499.5
40,16,2021-02-13,3,15
2783,21,2018-08-16,4,23996.4
1489,1,2021-05-14,11,50499.9
371,9,2019-12-13,10,3891
1053,2,2020-04-30,18,24224.04
1784,14,2020-11-16,5,694.95
2214,5,2021-06-16,16,6992
711,7,2021-04-22,5,6502.45
2602,11,2021-06-23,8,399.2
2845,12,2020-12-29,6,465
2285,15,2021-06-06,4,19.96
537,8,2020-10-31,17,3732.69
224,21,2021-02-22,1,5999.1
1328,2,2020-09-17,5,6728.9
2465,19,2021-01-18,19,47498.1
693,12,2021-07-31,16,1240
1884,12,2019-12-22,8,620
2330,5,2021-06-23,4,1748
3236,7,2019-04-15,5,6502.45
2285,6,2021-04-11,9,8099.1
1113,4,2021-06-12,2,117.8
3243,16,2021-06-24,9,45
139,7,2019-01-22,5,6502.45
478,16,2020-11-28,2,10
2987,20,2021-07-07,10,1299
182,15,2020-08-18,16,79.84
2729,21,2021-05-25,20,119982
537,2,2020-12-30,11,14803.58
2298,20,2019-01-14,2,259.8
3052,18,2019-03-21,14,110.6
866,14,2020-12-19,1,138.99
2714,14,2019-03-17,10,1389.9
2823,19,2021-01-19,2,4999.8
1743,3,2019-09-02,16,32792
2379,9,2018-11-07,19,7392.9
2088,21,2020-10-29,10,59991
2207,21,2020-12-01,2,11998.2
1316,6,2019-11-19,10,8999
2338,21,2021-02-09,16,95985.6
874,16,2021-03-28,20,100
1514,20,2020-11-07,7,909.3
658,13,2020-04-18,16,158.4
1225,21,2020-02-09,10,59991
763,20,2020-12-31,4,519.6
3094,1,2020-11-09,8,36727.2
875,6,2020-04-22,8,7199.2
604,10,2021-03-26,6,4199.4
2687,9,2020-10-11,3,1167.3
2752,9,2021-07-07,8,3112.8
1111,21,2020-08-03,2,11998.2
123,16,2021-02-06,19,95
3356,9,2020-12-20,10,3891
967,13,2021-06-10,19,188.1
2290,12,2021-04-03,11,852.5
1515,6,2021-05-27,13,11698.7
2964,6,2021-07-23,3,2699.7
529,13,2021-07-28,7,69.3
460,10,2020-12-05,2,1399.8
2869,9,2021-07-04,19,7392.9
2921,12,2019-11-29,8,620
1735,9,2020-02-14,20,7782
2012,17,2021-04-16,8,4672.8
2601,13,2020-06-07,19,188.1
582,9,2021-07-12,9,3501.9
1264,20,2019-10-09,12,1558.8
2188,21,2021-07-07,18,107983.8
1037,8,2020-04-20,8,1756.56
773,8,2020-09-19,19,4171.83
840,3,2020-03-13,5,10247.5
341,21,2021-04-17,3,17997.3
667,7,2021-07-05,20,26009.8
1081,4,2021-06-10,4,235.6
1179,15,2021-05-19,18,89.82
3189,20,2020-12-11,5,649.5
2348,1,2018-08-29,14,64272.6
2737,11,2020-06-29,16,798.4
102,5,2020-08-11,13,5681
619,13,2021-04-13,16,158.4
28,14,2021-05-26,1,138.99
2119,6,2020-05-27,1,899.9
2939,7,2021-06-21,10,13004.9
211,18,2021-07-22,6,47.4
1811,15,2021-06-19,17,84.83
2180,18,2019-10-19,7,55.3
2493,17,2021-02-22,20,11682
2233,6,2021-06-24,9,8099.1
2572,9,2020-12-01,16,6225.6
1613,9,2021-02-27,19,7392.9
2362,14,2020-12-13,4,555.96
3316,2,2021-03-17,15,20186.7
1071,4,2020-02-19,9,530.1
3025,12,2019-02-21,11,852.5
2081,6,2021-07-04,2,1799.8
1697,20,2019-05-09,4,519.6
74,4,2021-07-02,19,1119.1
1753,14,2019-07-23,7,972.93
2880,2,2021-04-14,2,2691.56
1087,8,2021-05-16,3,658.71
1970,4,2020-08-15,11,647.9
940,19,2020-06-12,7,17499.3
987,12,2020-06-15,5,387.5
238,19,2021-07-16,3,7499.7
395,18,2021-07-01,10,79
1928,9,2019-11-10,4,1556.4
2344,13,2021-06-25,4,39.6
733,21,2021-04-10,9,53991.9
3108,2,2020-09-07,18,24224.04
1372,6,2021-07-28,17,15298.3
2450,13,2019-05-09,15,148.5
920,1,2020-08-15,17,78045.3
1494,21,2021-07-23,7,41993.7
759,15,2021-02-15,19,94.81
2569,2,2020-04-17,13,17495.14
286,8,2021-07-27,20,4391.4
3239,21,2020-11-12,6,35994.6
472,21,2021-06-08,6,35994.6
3154,7,2021-07-11,13,16906.37
2067,10,2019-08-18,3,2099.7
53,14,2021-07-24,11,1528.89
1193,16,2021-05-08,6,30
3311,21,2021-05-03,10,59991
23,9,2020-01-11,15,5836.5
649,1,2021-02-04,5,22954.5
2833,21,2019-10-15,18,107983.8
259,9,2020-02-03,7,2723.7
1702,19,2020-01-26,20,49998
1162,20,2021-06-11,17,2208.3
1072,21,2020-12-09,10,59991
2222,20,2019-02-04,18,2338.2
1140,8,2020-07-15,1,219.57
2928,18,2021-05-10,19,150.1
2593,10,2020-01-26,17,11898.3
918,9,2020-09-03,3,1167.3
2525,18,2021-07-03,13,102.7
1858,2,2019-12-02,11,14803.58
1011,15,2020-11-25,7,34.93
1838,8,2021-01-20,1,219.57
1038,11,2020-09-04,16,798.4
86,19,2020-12-29,14,34998.6
2183,20,2020-09-24,18,2338.2
2260,2,2021-07-29,9,12112.02
806,21,2021-04-03,14,83987.4
1081,10,2021-05-05,20,13998
604,21,2021-07-17,5,29995.5
618,15,2021-01-12,9,44.91
1472,20,2019-05-30,2,259.8
2864,19,2019-07-18,18,44998.2
1942,8,2020-10-29,13,2854.41
3285,21,2021-06-07,16,95985.6
2031,10,2020-01-02,9,6299.1
1537,9,2021-02-17,16,6225.6
1814,21,2021-06-18,4,23996.4
314,11,2020-10-10,4,199.6
914,3,2021-05-26,12,24594
2530,16,2020-10-29,14,70
2046,20,2021-01-28,11,1428.9
1415,18,2019-06-05,10,79
1550,7,2020-11-16,14,18206.86
3039,3,2020-10-26,7,14346.5
1168,1,2021-07-26,16,73454.4
2543,1,2020-07-08,13,59681.7
2293,13,2021-05-19,14,138.6
607,11,2020-09-23,8,399.2
2006,5,2021-04-28,17,7429
1638,15,2018-11-13,14,69.86
1213,20,2021-06-10,2,259.8
448,4,2020-09-06,19,1119.1
3254,6,2021-05-04,11,9898.9
1751,12,2020-09-26,15,1162.5
3141,3,2021-04-08,12,24594
2995,19,2020-10-19,8,19999.2
112,21,2020-11-29,14,83987.4
1937,9,2021-03-02,13,5058.3
2846,17,2021-04-01,1,584.1
3079,10,2020-04-09,17,11898.3
2670,12,2020-07-02,20,1550
3205,15,2019-04-06,16,79.84
499,6,2021-07-16,14,12598.6
2249,2,2020-12-07,14,18840.92
2981,3,2020-06-23,16,32792
1161,1,2021-01-30,7,32136.3
399,19,2020-04-26,20,49998
2406,11,2019-09-14,18,898.2
2576,1,2021-02-15,6,27545.4
2393,5,2020-10-26,3,1311
19,5,2020-10-26,1,437
394,17,2020-11-09,6,3504.6
2916,1,2021-07-10,20,91818
3018,9,2021-02-02,18,7003.8
2789,16,2020-12-06,1,5
1559,7,2021-01-10,8,10403.92
2022,4,2021-06-01,2,117.8
143,11,2021-02-22,17,848.3
874,21,2021-02-17,5,29995.5
2472,6,2020-12-21,11,9898.9
1161,20,2020-06-13,3,389.7
976,14,2020-03-24,14,1945.86
3281,2,2018-10-10,2,2691.56
2012,8,2021-04-17,4,878.28
575,15,2020-09-18,8,39.92
2812,7,2020-12-26,15,19507.35
840,12,2020-02-23,13,1007.5
2825,10,2021-06-13,16,11198.4
3002,5,2020-01-28,5,2185
1601,10,2020-10-20,15,10498.5
2440,19,2021-07-10,1,2499.9
2641,21,2020-04-27,11,65990.1
1263,6,2020-09-06,3,2699.7
1923,4,2021-07-13,1,58.9
1513,1,2019-05-05,13,59681.7
2995,1,2020-02-29,12,55090.8
3007,10,2021-04-08,11,7698.9
1009,13,2020-10-22,13,128.7
1529,14,2021-06-09,11,1528.89
1897,17,2021-07-07,7,4088.7
1349,13,2021-03-07,12,118.8
367,8,2021-04-28,19,4171.83
2940,18,2021-07-16,6,47.4
745,13,2019-08-05,10,99
2105,17,2021-04-12,5,2920.5
1261,19,2021-07-05,15,37498.5
1170,6,2021-03-05,9,8099.1
2609,15,2019-09-18,19,94.81
115,13,2021-06-21,2,19.8
2042,21,2019-12-26,9,53991.9
364,10,2021-06-11,15,10498.5
2675,9,2021-05-21,2,778.2
1175,10,2020-10-09,16,11198.4
3290,4,2021-04-19,17,1001.3
105,12,2021-01-29,2,155
534,8,2021-04-21,19,4171.83
339,11,2021-06-09,8,399.2
789,13,2020-06-25,20,198
1420,8,2020-09-24,11,2415.27
2600,9,2020-07-22,14,5447.4
1437,3,2021-06-22,3,6148.5
2131,2,2021-01-18,13,17495.14
1668,13,2020-08-11,8,79.2
2474,4,2019-03-30,5,294.5
1651,8,2019-10-12,17,3732.69
1522,11,2020-01-20,2,99.8
3044,4,2021-06-19,15,883.5
2221,10,2021-07-20,13,9098.7
1545,4,2020-06-24,7,412.3
1760,5,2020-07-30,15,6555
286,4,2021-05-14,3,176.7
1132,8,2021-07-01,19,4171.83
1337,1,2021-01-29,19,87227.1
2027,12,2021-07-24,11,852.5
3087,13,2021-07-04,10,99
1992,9,2020-08-02,17,6614.7
342,19,2021-04-06,4,9999.6
3362,7,2020-12-24,7,9103.43
1496,17,2019-11-02,16,9345.6
1906,11,2021-03-12,2,99.8
438,6,2020-05-04,17,15298.3
1770,11,2020-05-13,1,49.9
1896,15,2019-06-11,10,49.9
328,5,2021-06-14,8,3496
756,7,2020-06-21,9,11704.41
2266,19,2019-11-28,1,2499.9
1706,19,2020-04-25,14,34998.6
3397,11,2021-04-19,9,449.1
1658,19,2021-06-15,14,34998.6
47,13,2021-05-05,8,79.2
26,16,2020-11-15,10,50
879,5,2020-11-14,6,2622
39,8,2020-04-21,18,3952.26
984,5,2021-06-11,16,6992
1968,6,2021-05-18,8,7199.2
2306,7,2020-02-27,13,16906.37
3085,17,2019-05-13,2,1168.2
3098,2,2020-08-05,14,18840.92
1761,3,2020-07-12,4,8198
88,11,2021-01-11,10,499
3152,19,2020-07-15,2,4999.8
1256,8,2021-05-10,9,1976.13
3063,4,2021-07-25,15,883.5
1837,18,2020-10-26,9,71.1
1944,1,2019-07-04,8,36727.2
963,21,2021-07-11,11,65990.1
1339,7,2021-04-26,5,6502.45
1380,11,2020-04-03,18,898.2
2016,4,2020-11-01,13,765.7
1349,9,2020-03-10,19,7392.9
2987,4,2020-09-29,6,353.4
997,12,2021-07-01,16,1240
3105,10,2021-07-01,6,4199.4
334,17,2019-04-20,4,2336.4
1201,19,2020-09-16,12,29998.8
265,16,2019-10-14,9,45
3205,21,2019-03-08,10,59991
3049,11,2020-08-29,17,848.3
1909,14,2021-04-13,7,972.93
2033,14,2020-08-29,14,1945.86
457,10,2019-10-12,11,7698.9
3330,3,2021-06-29,13,26643.5
1134,3,2019-06-25,16,32792
2068,11,2020-12-11,15,748.5
2295,19,2021-05-08,10,24999
764,19,2020-02-26,14,34998.6
2235,12,2020-02-17,2,155
90,21,2021-05-29,7,41993.7
2806,9,2020-08-26,6,2334.6
3384,6,2021-07-29,6,5399.4
836,14,2020-01-10,5,694.95
2251,18,2020-07-03,13,102.7
2999,4,2021-07-27,8,471.2
49,4,2021-02-09,3,176.7
625,4,2020-02-29,20,1178
1374,19,2021-03-16,4,9999.6
1553,16,2020-04-21,6,30
1981,5,2019-11-14,19,8303
2665,13,2021-07-29,7,69.3
641,21,2020-03-25,2,11998.2
1578,3,2020-07-13,5,10247.5
2386,13,2020-12-30,18,178.2
2091,14,2020-04-18,4,555.96
683,16,2021-07-27,16,80
2792,8,2021-01-09,7,1536.99
339,13,2021-02-15,19,188.1
1699,18,2020-09-13,1,7.9
532,2,2021-07-16,2,2691.56
2118,1,2021-01-04,1,4590.9
2733,16,2021-06-09,17,85
353,19,2020-07-31,7,17499.3
597,18,2019-10-15,9,71.1
2254,20,2021-02-17,14,1818.6
834,7,2019-10-30,13,16906.37
1412,1,2020-12-07,8,36727.2
1056,20,2021-05-13,15,1948.5
2846,9,2021-05-26,11,4280.1
3391,12,2020-12-16,19,1472.5
3051,17,2020-05-21,8,4672.8
991,10,2020-01-09,4,2799.6
2557,13,2019-02-01,15,148.5
199,8,2020-08-23,18,3952.26
235,17,2021-01-31,16,9345.6
1933,20,2021-05-21,9,1169.1
2006,19,2020-12-11,5,12499.5
278,15,2021-05-23,13,64.87
2168,5,2021-06-12,5,2185
250,1,2021-06-08,20,91818
1494,14,2020-07-04,16,2223.84
1294,1,2021-01-25,8,36727.2
1422,7,2021-07-28,20,26009.8
565,9,2020-09-23,5,1945.5
513,20,2021-04-15,19,2468.1
1936,15,2019-09-24,4,19.96
1950,8,2020-08-02,18,3952.26
3183,7,2019-05-16,1,1300.49
1606,13,2021-07-06,15,148.5
622,17,2021-02-26,20,11682
3231,15,2020-09-19,15,74.85
3168,17,2020-11-30,8,4672.8
1921,5,2019-12-23,6,2622
2838,8,2019-09-11,8,1756.56
2875,9,2021-07-16,4,1556.4
1893,20,2021-07-22,19,2468.1
1889,7,2021-03-24,13,16906.37
2120,19,2021-03-31,20,49998
784,6,2020-04-07,7,6299.3
1170,6,2020-01-21,18,16198.2
2093,21,2021-07-21,4,23996.4
210,17,2019-09-26,11,6425.1
3131,10,2021-03-16,1,699.9
2024,4,2021-06-01,1,58.9
1007,6,2020-01-13,13,11698.7
3344,10,2020-12-05,10,6999
1572,17,2021-07-22,10,5841
975,1,2021-07-30,20,91818
754,16,2021-07-20,18,90
3083,11,2021-05-29,5,249.5
2725,10,2020-07-02,14,9798.6
947,6,2020-01-12,11,9898.9
3002,9,2020-01-11,20,7782
3083,17,2021-05-06,7,4088.7
2411,4,2021-03-07,10,589
2404,9,2019-09-20,20,7782
164,18,2019-11-06,4,31.6
116,1,2021-05-27,15,68863.5
1374,5,2020-10-24,4,1748
53,10,2021-07-31,10,6999
1960,9,2021-04-16,12,4669.2
1192,21,2020-11-03,1,5999.1
1452,6,2020-01-26,14,12598.6
735,19,2019-07-28,12,29998.8
3149,7,2021-04-22,1,1300.49
2793,9,2019-09-21,10,3891
760,2,2020-07-26,8,10766.24
1227,19,2021-07-26,17,42498.3
2587,18,2020-02-01,1,7.9
1048,16,2021-06-07,18,90
2349,1,2021-06-17,9,41318.1
616,21,2021-06-07,9,53991.9
333,2,2021-07-18,14,18840.92
1882,5,2020-10-29,12,5244
534,18,2021-05-01,12,94.8
14,16,2021-01-11,14,70
3389,3,2021-04-10,6,12297
3179,8,2021-05-26,7,1536.99
1143,6,2021-06-14,4,3599.6
3204,17,2020-09-17,10,5841
3014,3,2020-05-31,13,26643.5
2116,5,2021-03-28,18,7866
1432,18,2021-07-10,12,94.8
1509,2,2020-03-27,17,22878.26
3058,12,2020-10-16,4,310
3214,2,2019-12-15,6,8074.68
2614,3,2019-05-18,20,40990
2838,20,2020-08-22,5,649.5
1729,21,2021-05-18,11,65990.1
703,8,2021-02-07,10,2195.7
267,13,2021-03-13,11,108.9
1979,8,2021-07-26,1,219.57
558,9,2021-07-06,18,7003.8
1958,11,2021-01-01,15,748.5
2697,10,2021-06-09,3,2099.7
1673,11,2021-06-15,5,249.5
3247,4,2021-06-02,14,824.6
647,2,2021-02-09,10,13457.8
2952,8,2019-12-19,3,658.71
2464,4,2020-11-06,12,706.8
2409,10,2020-12-04,13,9098.7
2817,17,2019-06-23,16,9345.6
2909,16,2019-05-01,6,30
938,11,2021-06-30,11,548.9
1689,20,2020-12-17,6,779.4
863,17,2021-05-14,8,4672.8
734,12,2021-05-05,8,620
1491,9,2021-07-04,10,3891
1408,11,2021-07-05,2,99.8
1464,15,2021-07-20,14,69.86
217,14,2019-07-19,7,972.93
1608,7,2020-07-05,15,19507.35
1836,7,2020-03-15,9,11704.41
2745,20,2021-06-20,4,519.6
2939,1,2021-03-12,5,22954.5
3118,6,2020-01-31,1,899.9
345,17,2021-04-08,1,584.1
1286,15,2020-08-12,7,34.93
2292,18,2021-03-02,11,86.9
1844,10,2021-03-15,7,4899.3
3164,2,2021-07-29,4,5383.12
143,11,2021-06-26,11,548.9
868,13,2020-10-20,5,49.5
2843,12,2019-10-12,15,1162.5
3143,2,2020-08-06,19,25569.82
2838,10,2020-07-20,3,2099.7
2242,5,2021-01-02,12,5244
3300,5,2021-06-07,11,4807
3226,14,2020-12-01,16,2223.84
1171,12,2020-10-18,14,1085
2251,10,2021-05-21,2,1399.8
2291,9,2020-05-08,9,3501.9
1332,10,2019-10-17,7,4899.3
712,14,2021-02-13,5,694.95
2980,17,2021-07-28,4,2336.4
3100,13,2021-06-02,19,188.1
710,9,2021-04-08,14,5447.4
253,13,2019-08-12,8,79.2
3049,18,2020-02-01,13,102.7
2788,21,2020-01-08,18,107983.8
456,12,2021-05-07,4,310
1892,2,2021-06-06,1,1345.78
719,16,2021-05-18,2,10
3207,13,2021-01-14,6,59.4
2022,21,2021-06-04,3,17997.3
3279,2,2019-07-22,11,14803.58
1114,13,2020-03-22,20,198
2867,6,2020-04-06,2,1799.8
2413,3,2020-10-21,12,24594
463,2,2021-05-11,3,4037.34
1331,10,2020-07-24,14,9798.6
1139,20,2020-07-04,14,1818.6
1718,4,2021-07-08,13,765.7
642,3,2021-05-18,20,40990
3208,9,2018-08-16,3,1167.3
2931,5,2021-07-15,2,874
819,10,2019-09-19,16,11198.4
2603,7,2020-01-14,18,23408.82
679,16,2021-04-16,20,100
776,2,2020-10-09,20,26915.6
2971,3,2020-02-28,16,32792
1862,5,2021-04-08,18,7866
1214,7,2021-07-16,4,5201.96
899,9,2020-05-21,7,2723.7
2225,15,2020-06-10,14,69.86
1935,7,2020-12-28,12,15605.88
3337,6,2020-02-17,19,17098.1
3140,7,2020-09-23,15,19507.35
183,3,2021-07-19,11,22544.5
1119,17,2021-07-10,13,7593.3
1750,3,2020-09-24,10,20495
110,8,2020-03-28,4,878.28
29,11,2021-07-27,5,249.5
2728,21,2020-07-13,6,35994.6
3279,19,2020-05-04,14,34998.6
1295,18,2020-10-03,14,110.6
1051,10,2021-07-31,12,8398.8
14,8,2020-04-25,20,4391.4
574,4,2021-03-13,17,1001.3
1184,1,2021-05-18,20,91818
2569,8,2021-05-13,16,3513.12
2117,11,2020-10-07,20,998
2281,13,2021-01-16,16,158.4
3314,10,2020-06-18,6,4199.4
1895,6,2021-07-16,9,8099.1
3357,12,2020-12-11,13,1007.5
2367,10,2021-03-17,4,2799.6
2341,4,2021-05-01,20,1178
2940,19,2021-04-25,17,42498.3
3034,21,2020-01-08,6,35994.6
778,8,2021-07-24,6,1317.42
1909,8,2021-03-03,2,439.14
1239,3,2021-03-06,11,22544.5
1557,9,2021-07-30,20,7782
713,1,2021-04-02,2,9181.8
1694,13,2021-05-25,15,148.5
370,20,2021-06-18,14,1818.6
454,8,2020-07-27,4,878.28
1760,5,2020-05-25,17,7429
6,21,2021-01-07,1,5999.1
1041,18,2021-03-01,8,63.2
2292,8,2021-06-30,15,3293.55
439,3,2020-05-27,13,26643.5
647,16,2020-03-27,17,85
964,10,2020-11-25,8,5599.2
1983,19,2021-03-02,7,17499.3
1702,3,2021-05-22,12,24594
426,18,2021-01-28,14,110.6
714,13,2021-05-20,4,39.6
1362,5,2020-08-17,13,5681
1378,5,2021-02-18,2,874
483,1,2020-05-13,9,41318.1
1681,11,2020-12-21,18,898.2
109,4,2021-06-23,4,235.6
1014,11,2019-06-26,7,349.3
1036,11,2019-12-17,16,798.4
1682,9,2018-04-04,5,1945.5
2303,16,2020-08-19,1,5
80,1,2020-11-11,14,64272.6
178,19,2021-07-01,5,12499.5
1020,17,2020-12-23,20,11682
1919,12,2021-07-16,15,1162.5
2928,10,2020-11-30,7,4899.3
738,18,2021-06-15,5,39.5
1462,19,2021-07-18,13,32498.7
320,15,2021-07-12,12,59.88
3081,6,2020-09-19,18,16198.2
1355,21,2021-04-13,10,59991
1091,11,2021-05-28,6,299.4
1435,18,2021-04-24,15,118.5
1503,20,2019-08-30,4,519.6
1684,4,2020-10-25,6,353.4
837,9,2020-11-24,18,7003.8
1635,20,2021-04-23,10,1299
2524,9,2020-12-14,4,1556.4
703,14,2021-03-04,4,555.96
346,21,2020-04-10,20,119982
843,7,2021-07-30,17,22108.33
467,7,2021-05-16,20,26009.8
2830,6,2020-11-04,1,899.9
2293,18,2021-07-16,16,126.4
42,6,2021-07-15,18,16198.2
