cod_usuario,data_cadastro,faixa_etaria,cidade,estado
125831,2021-03-26,Entre 50 a 61 anos,Araguaína,Tocantins
126064,2019-04-26,Entre 10 a 15 anos,Saboeiro,Ceará
126712,2020-02-23,Mais de 70 anos,Xambrê,Paraná
128030,2020-05-31,Entre 10 a 15 anos,Gurinhém,Paraíba
128094,2021-06-22,Entre 37 a 49 anos,Cerquilho,São Paulo
129150,2020-08-08,Entre 10 a 15 anos,Indiaroba,Sergipe
129393,2019-11-26,Entre 10 a 15 anos,Santana de Pirapama,Minas Gerais
129612,2020-08-09,Entre 50 a 61 anos,Ipaussu,São Paulo
130245,2021-01-03,Entre 10 a 15 anos,Borá,São Paulo
130561,2019-09-18,Entre 16 a 21 anos,Bujaru,Pará
130752,2020-08-21,Mais de 70 anos,Catalão,Goiás
130809,2020-11-28,Entre 22 a 27 anos,Jurema,Pernambuco
130873,2020-06-24,Entre 10 a 15 anos,Triunfo,Pernambuco
131117,2020-11-27,Entre 28 a 36 anos,São Francisco de Assis do Piauí,Piauí
132311,2020-03-10,Entre 50 a 61 anos,Jaguaribara,Ceará
132745,2021-05-21,Mais de 70 anos,Santa Helena de Goiás,Goiás
133048,2020-06-15,Entre 28 a 36 anos,São João Batista,Santa Catarina
133447,2019-08-16,Entre 62 a 70 anos,Peritoró,Maranhão
134349,2019-12-02,Entre 22 a 27 anos,Pareci Novo,Rio Grande do Sul
134887,2021-05-27,Entre 16 a 21 anos,Bannach,Pará
135062,2019-11-07,Entre 62 a 70 anos,Aracitaba,Minas Gerais
135107,2020-01-09,Entre 16 a 21 anos,Aloândia,Goiás
135122,2020-03-21,Entre 37 a 49 anos,Caxambu,Minas Gerais
135148,2021-04-19,Entre 62 a 70 anos,Funilândia,Minas Gerais
136381,2019-01-10,Entre 28 a 36 anos,Guarujá do Sul,Santa Catarina
136571,2020-07-07,Entre 28 a 36 anos,São Francisco de Assis do Piauí,Piauí
136619,2019-03-25,Entre 16 a 21 anos,Capão do Cipó,Rio Grande do Sul
136648,2019-09-22,Entre 50 a 61 anos,Paranaíta,Mato Grosso
136930,2019-07-29,Entre 50 a 61 anos,Ereré,Ceará
137196,2019-03-05,Entre 22 a 27 anos,Conceição do Jacuípe,Bahia
137339,2019-12-09,Entre 62 a 70 anos,Turiúba,São Paulo
137832,2020-05-11,Entre 50 a 61 anos,Canitar,São Paulo
137982,2019-12-01,Entre 22 a 27 anos,Cromínia,Goiás
139439,2020-01-26,Entre 10 a 15 anos,Lagoa de São Francisco,Piauí
139831,2021-06-14,Entre 62 a 70 anos,São Miguel das Missões,Rio Grande do Sul
140009,2020-07-12,Entre 28 a 36 anos,Guaraçaí,São Paulo
140569,2019-07-25,Entre 10 a 15 anos,Sales,São Paulo
140818,2020-01-01,Mais de 70 anos,Armação dos Búzios,Rio de Janeiro
141113,2020-07-30,Entre 50 a 61 anos,São Luiz,Roraima
141476,2019-11-28,Entre 16 a 21 anos,Manoel Viana,Rio Grande do Sul
141513,2020-01-17,Entre 28 a 36 anos,Guaribas,Piauí
141610,2019-06-09,Entre 50 a 61 anos,Portalegre,Rio Grande do Norte
141711,2019-09-19,Mais de 70 anos,Barroquinha,Ceará
141823,2020-06-25,Entre 16 a 21 anos,Juarez Távora,Paraíba
142028,2019-02-06,Entre 22 a 27 anos,Lagoa de São Francisco,Piauí
142131,2020-03-15,Mais de 70 anos,Nova Ponte,Minas Gerais
142562,2021-07-31,Entre 16 a 21 anos,Cabrália Paulista,São Paulo
142700,2020-12-24,Entre 37 a 49 anos,Firmino Alves,Bahia
142924,2019-03-12,Entre 16 a 21 anos,Elesbão Veloso,Piauí
143257,2020-11-09,Entre 16 a 21 anos,Agrolândia,Santa Catarina
143992,2019-07-03,Mais de 70 anos,Governador Archer,Maranhão
144088,2020-03-08,Entre 62 a 70 anos,Vera Cruz,Rio Grande do Norte
144165,2019-03-12,Entre 37 a 49 anos,Tutóia,Maranhão
144367,2019-03-08,Entre 37 a 49 anos,Anicuns,Goiás
144622,2021-04-15,Entre 62 a 70 anos,Senador Elói de Souza,Rio Grande do Norte
145374,2019-12-11,Entre 10 a 15 anos,São José dos Ausentes,Rio Grande do Sul
145396,2019-05-26,Entre 10 a 15 anos,Nova União,Rondônia
146141,2019-09-22,Entre 37 a 49 anos,Almirante Tamandaré,Paraná
147671,2019-05-09,Entre 10 a 15 anos,São Bernardino,Santa Catarina
148356,2021-02-16,Entre 50 a 61 anos,Maceió,Alagoas
148392,2020-07-27,Entre 28 a 36 anos,Santa Maria do Herval,Rio Grande do Sul
148713,2021-07-28,Entre 10 a 15 anos,Canitar,São Paulo
148889,2021-03-15,Entre 37 a 49 anos,Jardinópolis,São Paulo
148903,2020-12-27,Entre 16 a 21 anos,Ventania,Paraná
149257,2021-05-11,Entre 50 a 61 anos,Águas Lindas de Goiás,Goiás
149726,2020-03-06,Entre 16 a 21 anos,Cacaulândia,Rondônia
150206,2020-02-24,Entre 10 a 15 anos,Engenheiro Paulo de Frontin,Rio de Janeiro
150330,2021-06-24,Entre 37 a 49 anos,Regente Feijó,São Paulo
150666,2019-01-22,Entre 16 a 21 anos,Dom Expedito Lopes,Piauí
150835,2019-10-16,Entre 28 a 36 anos,Cordeiro,Rio de Janeiro
151330,2021-04-19,Mais de 70 anos,Santo Antônio do Jacinto,Minas Gerais
152221,2019-06-07,Entre 16 a 21 anos,Doverlândia,Goiás
152237,2019-03-10,Entre 22 a 27 anos,Faro,Pará
152327,2019-01-09,Entre 28 a 36 anos,Maranhãozinho,Maranhão
153687,2019-01-01,Mais de 70 anos,Teixeira de Freitas,Bahia
154196,2020-09-16,Entre 28 a 36 anos,Parazinho,Rio Grande do Norte
154413,2020-05-20,Entre 16 a 21 anos,Tangará,Rio Grande do Norte
154634,2021-02-01,Entre 37 a 49 anos,Prado Ferreira,Paraná
155585,2020-04-23,Entre 50 a 61 anos,Estância Velha,Rio Grande do Sul
156212,2021-06-02,Entre 22 a 27 anos,Belo Oriente,Minas Gerais
156257,2019-04-19,Entre 28 a 36 anos,São Bento,Paraíba
156415,2021-02-10,Entre 22 a 27 anos,Calmon,Santa Catarina
156940,2021-03-22,Entre 28 a 36 anos,Itapissuma,Pernambuco
157194,2021-06-22,Entre 62 a 70 anos,Uru,São Paulo
157294,2019-08-17,Entre 10 a 15 anos,Coronel João Pessoa,Rio Grande do Norte
157313,2019-04-30,Entre 62 a 70 anos,Santo Antônio do Jardim,São Paulo
157327,2021-03-05,Entre 10 a 15 anos,Bom Jardim,Maranhão
157592,2019-06-19,Entre 37 a 49 anos,Chavantes,São Paulo
157693,2019-12-23,Entre 62 a 70 anos,Boa Vista do Cadeado,Rio Grande do Sul
157937,2020-04-03,Entre 16 a 21 anos,Bertioga,São Paulo
158054,2020-05-06,Mais de 70 anos,Ibiraçu,Espírito Santo
158296,2019-04-12,Mais de 70 anos,Guaraciaba,Minas Gerais
158637,2020-07-23,Entre 22 a 27 anos,Santa Bárbara,Bahia
158786,2021-04-03,Entre 28 a 36 anos,Quijingue,Bahia
159204,2020-10-03,Entre 10 a 15 anos,Cananéia,São Paulo
159338,2020-04-22,Mais de 70 anos,Ubarana,São Paulo
159508,2019-06-15,Entre 10 a 15 anos,Ubaporanga,Minas Gerais
159879,2021-05-15,Entre 50 a 61 anos,Zé Doca,Maranhão
159961,2019-08-20,Mais de 70 anos,Guarulhos,São Paulo
160276,2019-08-05,Entre 22 a 27 anos,Lago dos Rodrigues,Maranhão
160364,2019-05-10,Entre 16 a 21 anos,Apiacá,Espírito Santo
160420,2019-12-21,Entre 22 a 27 anos,Japurá,Paraná
160427,2020-05-14,Entre 62 a 70 anos,Bragança,Pará
160794,2020-07-06,Entre 50 a 61 anos,Caroebe,Roraima
160867,2021-06-14,Entre 62 a 70 anos,Vargem Bonita,Santa Catarina
160912,2019-06-17,Entre 16 a 21 anos,Inhapim,Minas Gerais
161658,2020-09-27,Entre 10 a 15 anos,Porto Belo,Santa Catarina
162283,2019-09-16,Entre 22 a 27 anos,Darcinópolis,Tocantins
162489,2020-11-10,Entre 16 a 21 anos,Maracás,Bahia
162608,2021-01-03,Entre 16 a 21 anos,Benedito Leite,Maranhão
162727,2020-02-25,Entre 16 a 21 anos,Curral Velho,Paraíba
162809,2020-10-29,Mais de 70 anos,Bicas,Minas Gerais
162969,2021-02-14,Entre 50 a 61 anos,Miranorte,Tocantins
163087,2019-08-08,Mais de 70 anos,Conceição de Ipanema,Minas Gerais
163336,2020-07-12,Entre 10 a 15 anos,Maragogi,Alagoas
163462,2021-07-03,Entre 28 a 36 anos,Nilópolis,Rio de Janeiro
163483,2020-04-25,Entre 50 a 61 anos,Coronel João Sá,Bahia
163907,2020-05-04,Entre 16 a 21 anos,São Domingos,Goiás
164022,2019-06-02,Entre 37 a 49 anos,Nova Veneza,Goiás
164066,2020-06-06,Entre 37 a 49 anos,Urubici,Santa Catarina
164238,2020-10-13,Entre 62 a 70 anos,Martinópole,Ceará
164352,2019-12-27,Entre 28 a 36 anos,Santa Helena de Goiás,Goiás
164426,2020-04-21,Entre 50 a 61 anos,Juripiranga,Paraíba
164790,2019-04-07,Mais de 70 anos,Viradouro,São Paulo
165303,2020-05-23,Entre 50 a 61 anos,São Bento,Maranhão
165519,2019-09-23,Entre 28 a 36 anos,Maiquinique,Bahia
165546,2020-10-25,Entre 50 a 61 anos,Mendes,Rio de Janeiro
166656,2020-02-10,Entre 22 a 27 anos,Juarez Távora,Paraíba
167238,2019-12-30,Entre 22 a 27 anos,Itaguara,Minas Gerais
167254,2021-07-08,Entre 10 a 15 anos,Reriutaba,Ceará
167375,2020-05-15,Mais de 70 anos,Marajá do Sena,Maranhão
167411,2019-05-15,Entre 16 a 21 anos,Vila Nova do Piauí,Piauí
167490,2020-12-09,Entre 50 a 61 anos,Nova Mutum,Mato Grosso
168077,2020-11-04,Entre 37 a 49 anos,São José do Divino,Minas Gerais
168579,2021-02-10,Entre 37 a 49 anos,Pastos Bons,Maranhão
169503,2020-12-18,Entre 50 a 61 anos,Palma Sola,Santa Catarina
169678,2019-02-28,Entre 22 a 27 anos,Aparecida,Paraíba
169760,2021-05-09,Mais de 70 anos,Vitorino,Paraná
170084,2019-03-15,Entre 28 a 36 anos,São José do Rio Claro,Mato Grosso
170581,2021-01-13,Entre 22 a 27 anos,Porto Alegre do Piauí,Piauí
170953,2019-07-16,Entre 28 a 36 anos,Romelândia,Santa Catarina
171315,2019-05-06,Mais de 70 anos,Ferreira Gomes,Amapá
171437,2021-01-28,Entre 37 a 49 anos,Areial,Paraíba
171607,2020-10-19,Entre 50 a 61 anos,Divinésia,Minas Gerais
171774,2019-05-10,Mais de 70 anos,Floresta do Piauí,Piauí
171784,2021-03-19,Entre 28 a 36 anos,Teolândia,Bahia
171927,2021-02-25,Entre 50 a 61 anos,Manaus,Amazonas
172097,2020-02-19,Entre 10 a 15 anos,Mozarlândia,Goiás
172204,2021-03-10,Mais de 70 anos,Itambacuri,Minas Gerais
172294,2019-11-29,Entre 37 a 49 anos,Santa Fé,Paraná
173347,2020-11-09,Mais de 70 anos,São Miguel do Anta,Minas Gerais
173628,2020-05-08,Mais de 70 anos,Trairi,Ceará
173917,2020-01-25,Entre 22 a 27 anos,Hulha Negra,Rio Grande do Sul
174499,2019-07-25,Entre 62 a 70 anos,Viana,Espírito Santo
174689,2021-01-02,Entre 37 a 49 anos,Barra Velha,Santa Catarina
174866,2020-03-26,Entre 22 a 27 anos,Marapoama,São Paulo
174956,2019-07-17,Entre 37 a 49 anos,Carandaí,Minas Gerais
174983,2021-02-26,Entre 50 a 61 anos,Fênix,Paraná
176156,2020-10-23,Entre 16 a 21 anos,São Sebastião do Uatumã,Amazonas
176201,2020-08-21,Mais de 70 anos,Vale Verde,Rio Grande do Sul
176284,2021-01-25,Entre 62 a 70 anos,Guajará,Amazonas
176363,2019-11-11,Entre 16 a 21 anos,Parambu,Ceará
176731,2019-11-15,Entre 62 a 70 anos,Sarandi,Paraná
176872,2021-06-02,Entre 16 a 21 anos,Ascurra,Santa Catarina
177143,2021-04-06,Entre 62 a 70 anos,Santa Terezinha,Bahia
177791,2021-04-14,Entre 50 a 61 anos,Santana do Ipanema,Alagoas
177966,2019-11-26,Entre 22 a 27 anos,Brasilândia do Sul,Paraná
177986,2020-07-25,Mais de 70 anos,Bom Lugar,Maranhão
178149,2021-01-29,Entre 37 a 49 anos,São Sebastião do Rio Verde,Minas Gerais
178258,2019-08-03,Entre 28 a 36 anos,Urubici,Santa Catarina
179099,2019-06-16,Entre 37 a 49 anos,Nova Bréscia,Rio Grande do Sul
179370,2020-01-04,Entre 28 a 36 anos,Gouveia,Minas Gerais
179522,2019-02-12,Mais de 70 anos,Algodão de Jandaíra,Paraíba
179918,2019-05-26,Entre 22 a 27 anos,Jucurutu,Rio Grande do Norte
180007,2020-07-11,Entre 37 a 49 anos,Pacatuba,Sergipe
180384,2021-03-24,Entre 62 a 70 anos,Santo Antônio da Barra,Goiás
180620,2019-06-12,Entre 10 a 15 anos,Boa Vista do Sul,Rio Grande do Sul
180787,2020-02-22,Mais de 70 anos,Itajá,Goiás
181376,2021-07-11,Entre 28 a 36 anos,Ipanguaçu,Rio Grande do Norte
181411,2020-04-30,Entre 28 a 36 anos,Novo Cabrais,Rio Grande do Sul
181471,2020-09-17,Mais de 70 anos,Santana da Vargem,Minas Gerais
181687,2020-01-01,Entre 37 a 49 anos,Quilombo,Santa Catarina
182272,2021-04-05,Entre 16 a 21 anos,Major Vieira,Santa Catarina
182306,2019-03-24,Entre 37 a 49 anos,Bom Jardim da Serra,Santa Catarina
182470,2019-09-29,Entre 16 a 21 anos,Chiador,Minas Gerais
182492,2020-10-12,Entre 37 a 49 anos,Paranatama,Pernambuco
182534,2019-10-23,Entre 22 a 27 anos,Fronteira,Minas Gerais
182816,2021-02-13,Entre 16 a 21 anos,Redenção da Serra,São Paulo
182827,2021-06-02,Mais de 70 anos,Itaeté,Bahia
183358,2020-01-18,Entre 16 a 21 anos,Nossa Senhora das Dores,Sergipe
183360,2019-07-16,Entre 22 a 27 anos,Barra do Chapéu,São Paulo
183461,2019-05-05,Entre 22 a 27 anos,Itaporã,Mato Grosso do Sul
184814,2019-01-25,Entre 10 a 15 anos,Aporé,Goiás
184957,2020-07-02,Mais de 70 anos,Barão de Cotegipe,Rio Grande do Sul
185460,2019-12-23,Entre 22 a 27 anos,Salvador,Bahia
185579,2020-08-23,Entre 50 a 61 anos,Tarumirim,Minas Gerais
186149,2021-05-14,Entre 10 a 15 anos,Seabra,Bahia
186767,2020-10-12,Entre 10 a 15 anos,Alcobaça,Bahia
186771,2020-01-06,Entre 37 a 49 anos,Águas de Lindóia,São Paulo
186833,2020-01-21,Entre 22 a 27 anos,Acrelândia,Acre
186907,2019-03-13,Entre 16 a 21 anos,Novo Hamburgo,Rio Grande do Sul
187117,2020-04-14,Mais de 70 anos,Juquitiba,São Paulo
187419,2020-02-22,Entre 22 a 27 anos,Dourados,Mato Grosso do Sul
187771,2020-05-28,Entre 16 a 21 anos,Alvorada de Minas,Minas Gerais
187810,2020-10-07,Entre 16 a 21 anos,Tupiratins,Tocantins
188295,2019-05-23,Entre 16 a 21 anos,Itati,Rio Grande do Sul
188475,2019-04-24,Entre 22 a 27 anos,Presidente Bernardes,Minas Gerais
188877,2019-03-28,Entre 62 a 70 anos,Pirajuba,Minas Gerais
189097,2020-05-12,Entre 37 a 49 anos,Registro,São Paulo
189122,2019-06-17,Entre 62 a 70 anos,Santa Luz,Piauí
189652,2019-09-06,Entre 50 a 61 anos,Vale do Paraíso,Rondônia
189849,2020-08-29,Entre 37 a 49 anos,Fátima,Bahia
189950,2021-06-12,Entre 22 a 27 anos,Riachão,Paraíba
190205,2019-10-23,Entre 62 a 70 anos,São Bento Abade,Minas Gerais
190719,2019-09-13,Entre 37 a 49 anos,Petrópolis,Rio de Janeiro
191137,2020-04-13,Entre 50 a 61 anos,Teixeirópolis,Rondônia
191174,2020-07-06,Entre 50 a 61 anos,Mairi,Bahia
191461,2020-09-17,Mais de 70 anos,Ilha Comprida,São Paulo
191511,2019-01-06,Entre 22 a 27 anos,Jaguaribara,Ceará
191768,2021-04-11,Entre 10 a 15 anos,Antônio Prado,Rio Grande do Sul
191908,2021-03-04,Entre 28 a 36 anos,Biritinga,Bahia
191975,2019-07-23,Entre 28 a 36 anos,Urbano Santos,Maranhão
192172,2021-01-05,Entre 22 a 27 anos,Colorado do Oeste,Rondônia
192181,2021-05-23,Entre 16 a 21 anos,Esteio,Rio Grande do Sul
192219,2021-06-28,Entre 37 a 49 anos,Mimoso do Sul,Espírito Santo
192382,2020-10-28,Mais de 70 anos,Paim Filho,Rio Grande do Sul
192583,2020-06-25,Entre 37 a 49 anos,Parapuã,São Paulo
192791,2019-01-22,Mais de 70 anos,Morrinhos,Goiás
192810,2021-06-25,Entre 28 a 36 anos,Jandaia,Goiás
193419,2019-06-22,Entre 28 a 36 anos,Urucuia,Minas Gerais
193564,2020-02-01,Entre 50 a 61 anos,Guaraci,São Paulo
194137,2019-01-01,Entre 28 a 36 anos,Angicos,Rio Grande do Norte
194374,2020-11-04,Entre 22 a 27 anos,Jordão,Acre
194445,2019-01-08,Entre 16 a 21 anos,Fortuna,Maranhão
194825,2020-07-17,Entre 16 a 21 anos,Tiradentes do Sul,Rio Grande do Sul
195063,2020-09-06,Entre 28 a 36 anos,Guarani d'Oeste,São Paulo
195176,2019-11-08,Entre 62 a 70 anos,Macau,Rio Grande do Norte
195413,2019-05-06,Entre 10 a 15 anos,Bálsamo,São Paulo
195609,2021-06-26,Entre 50 a 61 anos,Miracema,Rio de Janeiro
195837,2019-10-26,Entre 50 a 61 anos,Itapuranga,Goiás
195875,2020-01-21,Entre 28 a 36 anos,Ibaté,São Paulo
196169,2021-04-16,Entre 37 a 49 anos,Paulista,Pernambuco
196245,2019-11-01,Entre 28 a 36 anos,Alto Santo,Ceará
196626,2019-07-12,Entre 28 a 36 anos,Visconde do Rio Branco,Minas Gerais
196654,2019-09-04,Entre 28 a 36 anos,Brasília,Distrito Federal
196755,2020-12-05,Entre 50 a 61 anos,Itaíba,Pernambuco
196877,2020-12-02,Entre 37 a 49 anos,Morro Agudo,São Paulo
196971,2020-10-24,Mais de 70 anos,Matina,Bahia
197036,2020-03-04,Entre 10 a 15 anos,Bom Jesus do Galho,Minas Gerais
197166,2020-03-29,Entre 37 a 49 anos,Filadélfia,Tocantins
197311,2020-10-16,Entre 37 a 49 anos,Carapicuíba,São Paulo
197452,2020-06-06,Entre 37 a 49 anos,São Romão,Minas Gerais
197896,2020-10-11,Entre 16 a 21 anos,Itabi,Sergipe
198165,2020-09-14,Entre 16 a 21 anos,Santa Maria do Suaçuí,Minas Gerais
198235,2020-09-08,Entre 37 a 49 anos,Potim,São Paulo
198435,2019-02-25,Entre 50 a 61 anos,Ribeirão dos Índios,São Paulo
198774,2020-04-07,Entre 22 a 27 anos,Poço Redondo,Sergipe
199716,2021-07-13,Mais de 70 anos,Rio Claro,São Paulo
199816,2020-07-31,Entre 10 a 15 anos,São Manuel,São Paulo
199856,2021-02-20,Entre 10 a 15 anos,Isaías Coelho,Piauí
200241,2019-04-30,Entre 37 a 49 anos,Liberato Salzano,Rio Grande do Sul
200379,2019-04-22,Entre 22 a 27 anos,Mãe d'Água,Paraíba
200477,2019-11-20,Entre 37 a 49 anos,Pradópolis,São Paulo
200864,2019-02-07,Mais de 70 anos,Barreiras,Bahia
200991,2020-02-12,Entre 62 a 70 anos,Belém de Maria,Pernambuco
201266,2019-03-11,Entre 16 a 21 anos,Ipiranga do Sul,Rio Grande do Sul
201600,2021-07-07,Entre 37 a 49 anos,Bozano,Rio Grande do Sul
201965,2020-05-22,Entre 50 a 61 anos,Estrela do Norte,São Paulo
202024,2019-10-24,Entre 22 a 27 anos,Alto Boa Vista,Mato Grosso
202452,2020-06-10,Entre 37 a 49 anos,Bataguassu,Mato Grosso do Sul
202802,2021-01-29,Entre 16 a 21 anos,Tunas,Rio Grande do Sul
202929,2019-02-02,Entre 16 a 21 anos,Butiá,Rio Grande do Sul
203921,2021-04-20,Entre 10 a 15 anos,Cachoeira de Pajeú,Minas Gerais
204134,2020-04-14,Entre 62 a 70 anos,Dirce Reis,São Paulo
204809,2021-05-05,Entre 22 a 27 anos,Martins,Rio Grande do Norte
205364,2019-01-24,Entre 37 a 49 anos,Biguaçu,Santa Catarina
205511,2019-10-24,Entre 28 a 36 anos,Morro da Fumaça,Santa Catarina
205944,2019-08-04,Mais de 70 anos,Madalena,Ceará
205959,2020-04-23,Mais de 70 anos,Cláudio,Minas Gerais
206253,2020-02-26,Entre 62 a 70 anos,Ponte Alta do Tocantins,Tocantins
206380,2020-08-23,Entre 28 a 36 anos,Sete de Setembro,Rio Grande do Sul
206610,2019-02-14,Entre 22 a 27 anos,Três de Maio,Rio Grande do Sul
206759,2019-07-07,Entre 28 a 36 anos,Jardinópolis,Santa Catarina
206983,2019-12-07,Entre 62 a 70 anos,São Desidério,Bahia
207941,2020-07-28,Entre 10 a 15 anos,Buriti,Maranhão
208019,2021-01-24,Mais de 70 anos,Itacambira,Minas Gerais
208092,2021-03-09,Entre 37 a 49 anos,Carmo da Mata,Minas Gerais
208340,2020-05-20,Mais de 70 anos,Gramado dos Loureiros,Rio Grande do Sul
208606,2020-02-15,Entre 50 a 61 anos,Sidrolândia,Mato Grosso do Sul
208918,2021-05-02,Entre 22 a 27 anos,São Caetano do Sul,São Paulo
208978,2020-06-22,Mais de 70 anos,Cruzeiro da Fortaleza,Minas Gerais
210186,2021-06-09,Entre 50 a 61 anos,Canoas,Rio Grande do Sul
210304,2021-06-30,Mais de 70 anos,Itacaré,Bahia
210423,2021-06-03,Entre 28 a 36 anos,Três de Maio,Rio Grande do Sul
210561,2021-01-20,Entre 37 a 49 anos,Atílio Vivácqua,Espírito Santo
210581,2020-04-07,Mais de 70 anos,Itainópolis,Piauí
210979,2019-12-22,Entre 16 a 21 anos,Palhano,Ceará
211765,2021-02-06,Entre 62 a 70 anos,São Luís,Maranhão
211974,2019-09-14,Entre 16 a 21 anos,Bela Vista do Paraíso,Paraná
212048,2019-03-28,Entre 28 a 36 anos,Porangatu,Goiás
212341,2019-02-06,Entre 50 a 61 anos,Itirapuã,São Paulo
212847,2020-04-13,Entre 28 a 36 anos,Nossa Senhora Aparecida,Sergipe
213697,2020-08-10,Entre 22 a 27 anos,São Brás do Suaçuí,Minas Gerais
213876,2020-05-09,Entre 62 a 70 anos,Toropi,Rio Grande do Sul
213961,2020-07-26,Entre 22 a 27 anos,Wenceslau Guimarães,Bahia
214139,2019-12-16,Entre 37 a 49 anos,Pontão,Rio Grande do Sul
214402,2021-07-29,Entre 62 a 70 anos,Machado,Minas Gerais
214631,2021-06-05,Entre 16 a 21 anos,Jandaíra,Rio Grande do Norte
215084,2020-01-15,Entre 16 a 21 anos,General Carneiro,Mato Grosso
215188,2021-04-03,Entre 28 a 36 anos,Cajueiro da Praia,Piauí
215286,2019-03-04,Entre 22 a 27 anos,Caraíbas,Bahia
215591,2021-01-05,Entre 22 a 27 anos,Reserva do Iguaçu,Paraná
215815,2020-01-07,Entre 62 a 70 anos,Colorado do Oeste,Rondônia
216851,2020-05-13,Entre 62 a 70 anos,Vicentina,Mato Grosso do Sul
217129,2021-06-03,Entre 50 a 61 anos,Guanambi,Bahia
217769,2019-12-06,Entre 16 a 21 anos,Ubiratã,Paraná
218094,2019-05-07,Entre 22 a 27 anos,Lavrinhas,São Paulo
218269,2019-11-20,Entre 37 a 49 anos,Santa Luzia do Pará,Pará
218492,2019-01-04,Entre 28 a 36 anos,Mutum,Minas Gerais
218694,2020-02-26,Mais de 70 anos,Balneário Rincão,Santa Catarina
219180,2019-07-12,Entre 22 a 27 anos,Marilac,Minas Gerais
219358,2021-02-28,Mais de 70 anos,Porto Real do Colégio,Alagoas
219523,2019-08-04,Entre 16 a 21 anos,Santo Inácio do Piauí,Piauí
219945,2020-09-27,Mais de 70 anos,Siriri,Sergipe
219971,2020-10-25,Entre 62 a 70 anos,São João do Rio do Peixe,Paraíba
220051,2019-05-15,Mais de 70 anos,Flórida,Paraná
220067,2020-01-14,Entre 16 a 21 anos,Vassouras,Rio de Janeiro
220091,2021-05-08,Entre 10 a 15 anos,Iguatama,Minas Gerais
220109,2019-02-13,Entre 37 a 49 anos,Conceição do Lago-Açu,Maranhão
220175,2020-07-10,Entre 22 a 27 anos,Juscimeira,Mato Grosso
221023,2019-08-31,Entre 16 a 21 anos,Doutor Severiano,Rio Grande do Norte
221118,2019-07-08,Entre 37 a 49 anos,Bento de Abreu,São Paulo
221801,2021-04-09,Entre 28 a 36 anos,Butiá,Rio Grande do Sul
222143,2021-01-14,Mais de 70 anos,Conceição da Barra de Minas,Minas Gerais
222421,2019-01-23,Entre 28 a 36 anos,Baixa Grande do Ribeiro,Piauí
222446,2021-04-01,Entre 10 a 15 anos,Maximiliano de Almeida,Rio Grande do Sul
222677,2019-07-17,Entre 16 a 21 anos,Paracatu,Minas Gerais
223138,2020-01-28,Entre 37 a 49 anos,Ubatã,Bahia
223456,2020-10-30,Entre 22 a 27 anos,Rio Brilhante,Mato Grosso do Sul
223758,2020-09-14,Entre 62 a 70 anos,Espírito Santo do Pinhal,São Paulo
223833,2021-02-05,Entre 62 a 70 anos,Iraí de Minas,Minas Gerais
223884,2021-04-02,Entre 16 a 21 anos,Mari,Paraíba
224100,2019-11-21,Entre 50 a 61 anos,Tarrafas,Ceará
224325,2020-07-19,Entre 28 a 36 anos,Senador José Bento,Minas Gerais
224681,2021-05-04,Entre 62 a 70 anos,Nova Olinda do Maranhão,Maranhão
224990,2020-12-25,Entre 16 a 21 anos,Lupércio,São Paulo
225021,2019-11-04,Mais de 70 anos,São Miguel das Missões,Rio Grande do Sul
225449,2019-11-28,Entre 50 a 61 anos,Lagoa dos Gatos,Pernambuco
225868,2020-11-24,Entre 37 a 49 anos,Iguaraçu,Paraná
226756,2021-05-06,Entre 16 a 21 anos,Sananduva,Rio Grande do Sul
228704,2019-10-24,Entre 10 a 15 anos,Serra Grande,Paraíba
229020,2020-05-16,Entre 62 a 70 anos,Francisco Alves,Paraná
229295,2021-03-19,Entre 10 a 15 anos,Dom Pedro de Alcântara,Rio Grande do Sul
229498,2021-07-10,Entre 50 a 61 anos,Tunas do Paraná,Paraná
230578,2020-09-13,Entre 10 a 15 anos,Surubim,Pernambuco
231718,2019-10-23,Entre 22 a 27 anos,Remanso,Bahia
231773,2021-06-17,Entre 10 a 15 anos,Mercedes,Paraná
231975,2019-04-02,Entre 62 a 70 anos,Jaborá,Santa Catarina
232906,2020-05-14,Entre 50 a 61 anos,Ouro Verde do Oeste,Paraná
233465,2020-06-11,Entre 16 a 21 anos,São Miguel do Guaporé,Rondônia
233570,2021-01-11,Entre 62 a 70 anos,Piçarra,Pará
233610,2020-03-23,Entre 50 a 61 anos,Carnaíba,Pernambuco
233684,2021-05-24,Entre 62 a 70 anos,Terra Roxa,São Paulo
233917,2021-04-03,Entre 10 a 15 anos,Bofete,São Paulo
233922,2019-12-20,Entre 10 a 15 anos,Venturosa,Pernambuco
233946,2019-07-06,Entre 10 a 15 anos,Capinzal do Norte,Maranhão
234805,2019-11-20,Entre 16 a 21 anos,Duque de Caxias,Rio de Janeiro
234997,2021-04-07,Entre 16 a 21 anos,Leópolis,Paraná
235717,2021-06-14,Mais de 70 anos,Dom Bosco,Minas Gerais
